,label id,issue label,dx,dy,lng,lat
0,17941,NoSidewalk,830.5594897295315,-283.8538256090131,-122.3042907715,47.6182250977
1,17943,NoSidewalk,822.5450824988317,-276.2101284335763,-122.304397583,47.6182937622
2,17944,NoSidewalk,813.9582170715405,-269.62805184583095,-122.3045120239,47.61835289
3,17947,NoSidewalk,805.9438098397744,-262.19667433475695,-122.3046188354,47.6184196472
4,41883,NoSidewalk,570.6636566274262,-194.25264501762493,-122.3077545166,47.6190299988
5,41881,NoSidewalk,557.4971256380668,-198.07449917181268,-122.3079299927,47.6189956665
6,41873,NoSidewalk,508.55198745232923,-201.2593720670346,-122.3085823059,47.6189670563
7,41876,NoSidewalk,522.8634348327388,-195.52659640261783,-122.308391571,47.6190185547
8,13914,NoSidewalk,579.5367511519466,410.44917805349127,-122.307636261,47.6244621277
9,13920,NoSidewalk,564.6528530794646,409.38754633365215,-122.3078346252,47.6244525909
10,12745,NoSidewalk,555.7797510514914,60.96209311780257,-122.3079528809,47.6213226318
11,12749,NoSidewalk,565.5115328687666,66.05789865619224,-122.3078231812,47.6213684082
12,12753,NoSidewalk,554.062383969435,76.67414906248815,-122.307975769,47.6214637756
13,41656,NoSidewalk,704.0463185993699,150.13863437967416,-122.3059768677,47.6221237183
14,41885,NoSidewalk,575.815772882633,-199.13611975950408,-122.3076858521,47.6189861298
15,41879,NoSidewalk,540.8958529790094,-195.1019459409535,-122.3081512451,47.6190223694
16,41882,NoSidewalk,556.9246674425417,-195.95124686428213,-122.3079376221,47.61901474
17,12752,NoSidewalk,552.3450093828599,72.21532478227331,-122.3079986572,47.6214237213
18,12743,NoSidewalk,563.5079366884146,43.97608578891504,-122.307849884,47.6211700439
19,12730,NoSidewalk,563.2217075911851,31.661233536752896,-122.3078536987,47.6210594177
20,12727,NoSidewalk,563.2217075911851,20.195682207128378,-122.3078536987,47.6209564209
21,18043,NoSidewalk,744.6908204550456,-54.11809290044753,-122.3054351807,47.6202888489
22,18047,NoSidewalk,758.0481683424733,-57.93994705463527,-122.3052571615,47.6202545166
23,18041,NoSidewalk,726.9446314060043,-46.686715390164515,-122.3056716919,47.6203556061
24,18038,NoSidewalk,709.1984423569631,-40.953939724956776,-122.3059082031,47.6204071045
25,41875,NoSidewalk,522.8634348327388,-198.71146929783976,-122.308391571,47.6189899445
26,41880,NoSidewalk,537.4611038069252,-199.3484505560146,-122.3081970215,47.6189842224
27,41871,NoSidewalk,504.83100918301557,-192.5540431717587,-122.308631897,47.6190452576
28,17942,NoSidewalk,832.8493225116318,-285.5524274548793,-122.3042602539,47.6182098389
29,166599,SurfaceProblem,297.3150634376658,-358.80458197476383,-122.3113975525,47.6175518036
30,126407,SurfaceProblem,302.7534162935547,-391.2903255839742,-122.3113250732,47.6172599792
31,126378,SurfaceProblem,357.1368998306623,-480.466855713698,-122.3106002808,47.6164588928
32,126374,SurfaceProblem,383.46996181044733,-478.3436034053765,-122.3102493286,47.6164779663
33,182066,SurfaceProblem,296.74260524214066,-475.79570063618166,-122.3114051819,47.6165008545
34,182075,SurfaceProblem,283.8623033500107,-476.220351097846,-122.3115768433,47.6164970398
35,126384,SurfaceProblem,320.49960534259594,-487.6859024274704,-122.311088562,47.616394043
36,26431,SurfaceProblem,332.80744903920083,-36.49511544553291,-122.31092453,47.6204471588
37,181358,SurfaceProblem,344.5428345402805,-22.269330550203016,-122.3107681274,47.6205749512
38,26424,SurfaceProblem,307.3330743521703,-35.43348372569377,-122.3112640381,47.6204566956
39,181366,SurfaceProblem,309.62290713427063,32.935184920954825,-122.3112335205,47.6210708618
40,180057,SurfaceProblem,408.0856492025908,-6.981925067181728,-122.3099212646,47.6207122803
41,180062,SurfaceProblem,419.53479810298853,-41.803240648285374,-122.3097686768,47.6203994751
42,180056,SurfaceProblem,409.2305580901883,34.63378676682106,-122.3099060059,47.6210861206
43,182299,SurfaceProblem,334.2385945274804,-131.82907170054688,-122.3109054565,47.6195907593
44,182093,SurfaceProblem,398.9263180773882,-238.8409100824869,-122.310043335,47.6186294556
45,181347,SurfaceProblem,484.7949873529402,-20.57072870354581,-122.3088989258,47.62059021
46,181356,SurfaceProblem,468.766172889408,-40.529289264083445,-122.3091125488,47.6204109192
47,171337,SurfaceProblem,550.0551766018257,-18.872126857679575,-122.3080291748,47.6206054688
48,182125,SurfaceProblem,588.9823038719925,-114.41841390999505,-122.307510376,47.6197471619
49,182126,SurfaceProblem,606.7285004244862,-133.52767354720407,-122.3072738647,47.6195755005
50,182142,SurfaceProblem,479.07041290220826,-113.99376344833075,-122.3089752197,47.6197509766
